Time (+08),Latitude,Longitude,Course,kts,mph,feet,Rate,Reporting Facility
Thu 12:18:00 PM    Left Gate (SIN) @ Thursday 12:18:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Thu 12:28:03 PM    Departure (SIN) @ Thursday 12:28:03 PM +08,,,,,,,, FlightAware ADS-B (XSP / WSSL)
Tue 12:33:05 PM,2.0524,102.3664,← 287°,358,412,10200,-1800, FlightAware ADS-B (WMAV)
Tue 12:33:36 PM,2.0677,102.3176,← 287°,333,383,9450,-1224, FlightAware ADS-B (WMAP)
Tue 12:33:54 PM,2.0766,102.2931,← 293°,317,365,9200,-975, FlightAware ADS-B (SZB / WMSA)
Tue 12:34:16 PM,2.0937,102.2662,← 304°,301,346,8800,-1010, FlightAware ADS-B (QPG / WSAP)
Tue 12:34:46 PM,2.117,102.2317,← 304°,296,341,8325,-906, FlightAware ADS-B (QPG / WSAP)
Tue 12:35:04 PM,2.1303,102.2118,← 304°,290,334,8075,-1156, FlightAware ADS-B (MKZ / WMKM)
Tue 12:35:34 PM,2.1525,102.1788,← 304°,282,325,7400,-1370, FlightAware ADS-B (MKZ / WMKM)
Tue 12:35:50 PM,2.1638,102.1621,← 304°,279,321,7025,-1676, FlightAware ADS-B (SZB / WMSA)
Tue 12:36:08 PM,2.1776,102.1417,← 304°,281,323,6450,-1147, FlightAware ADS-B (SZB / WMSA)
Tue 12:36:41 PM,2.2015,102.1064,← 304°,284,327,6050,-490, FlightAware ADS-B (SZB / WMSA)
Tue 12:36:57 PM,2.2133,102.0891,← 304°,284,327,6050,43, FlightAware ADS-B (SZB / WMSA)
Tue 12:37:16 PM,2.2269,102.069,← 304°,282,325,6075,30, FlightAware ADS-B (MKZ / WMKM)
Tue 12:37:47 PM,2.2553,102.0406,↖ 319°,273,314,6075,-32, FlightAware ADS-B (SZB / WMSA)
Tue 12:38:03 PM,2.2705,102.0273,↖ 319°,273,314,6050,-171, FlightAware ADS-B (SZB / WMSA)
Tue 12:38:22 PM,2.2874,102.0126,↖ 319°,272,313,5975,-365, FlightAware ADS-B (SZB / WMSA)
Tue 12:38:40 PM,2.3051,101.9973,↖ 319°,271,312,5825,-458, FlightAware ADS-B (SZB / WMSA)
Tue 12:38:58 PM,2.3218,101.9828,↖ 319°,270,311,5700,-938, FlightAware ADS-B (SZB / WMSA)
Tue 12:39:28 PM,2.3508,101.9579,↖ 319°,269,310,5075,-1272, FlightAware ADS-B (SZB / WMSA)
Tue 12:39:44 PM,2.3655,101.9451,↖ 319°,267,307,4725,-1359, FlightAware ADS-B (SZB / WMSA)
Tue 12:40:00 PM,2.3814,101.9315,↖ 319°,264,304,4350,-1304, FlightAware ADS-B (SZB / WMSA)
Tue 12:40:30 PM,2.4088,101.908,↖ 319°,259,298,3725,-1250, FlightAware ADS-B (SZB / WMSA)
Tue 12:41:00 PM,2.4338,101.8843,↖ 316°,255,293,3100,-1245, FlightAware ADS-B (SZB / WMSA)
Tue 12:41:17 PM,2.4499,101.8709,↖ 323°,254,292,2750,-955, FlightAware ADS-B (MKZ / WMKM)
Tue 12:41:33 PM,2.4653,101.8602,↖ 326°,244,281,2575,-364, FlightAware ADS-B (MKZ / WMKM)
Tue 12:41:50 PM,2.4807,101.85,↖ 326°,226,260,2550,, FlightAware ADS-B (SZB / WMSA)
Tue 12:42:23 PM,2.5081,101.8317,↖ 326°,217,250,2575,29, FlightAware ADS-B (SZB / WMSA)
Tue 12:42:42 PM,2.5242,101.8209,↖ 326°,205,236,2575,-31, FlightAware ADS-B (SZB / WMSA)
Tue 12:43:12 PM,2.5475,101.8053,↖ 326°,201,231,2550,-31, FlightAware ADS-B (SZB / WMSA)
Tue 12:43:30 PM,2.561,101.7963,↖ 326°,202,232,2550,, FlightAware ADS-B (MKZ / WMKM)
Tue 12:44:02 PM,2.5868,101.779,↖ 326°,202,232,2550,-31, FlightAware ADS-B (SZB / WMSA)
Tue 12:44:18 PM,2.5977,101.7716,↖ 326°,183,211,2525,-670, FlightAware ADS-B (SZB / WMSA)
Tue 12:44:49 PM,2.6193,101.7572,↖ 326°,168,193,2025,-894, FlightAware ADS-B (SZB / WMSA)
Tue 12:45:05 PM,2.6296,101.7503,↖ 326°,158,182,1825,-735, FlightAware ADS-B (SZB / WMSA)
Tue 12:45:38 PM,2.6483,101.7377,↖ 326°,144,166,1425,-704, FlightAware ADS-B (SZB / WMSA)
Tue 12:45:54 PM,2.6573,101.7318,↖ 326°,146,168,1250,-656, FlightAware ADS-B (WMBF)
Tue 12:46:10 PM,2.6655,101.7262,↖ 326°,146,168,1075,-729, FlightAware ADS-B (WMBF)
Tue 12:46:29 PM,2.6763,101.719,↖ 326°,147,169,825,-750, Surface and Near-Surface
Tue 12:46:46 PM,2.6862,101.7124,↖ 326°,149,171,625,-706, FlightAware ADS-B (KUL / WMKK)
Tue 12:47:03 PM,2.6954,101.7062,↖ 326°,152,175,425,-731, FlightAware ADS-B (KUL / WMKK)
Tue 12:47:25 PM,2.7087,101.6973,↖ 326°,153,176,150,-750, FlightAware ADS-B (KUL / WMKK)
Tue 12:47:39 PM    Arrival (KUL) @ Tuesday 12:47:39 PM +08,,,,,,,, FlightAware
Taxi Time: 3 minutes,,,,,,,,
Tue 12:51:00 PM    Gate Arrival (KUL) @ Tuesday 12:51:00 PM +08,,,,,,,, Airline
,,,,,,,,
Mon 12:13:00 PM    Left Gate (SIN) @ Monday 12:13:00 PM +08,,,,,,,, Airline
Taxi Time: 13 minutes,,,,,,,,
Mon 12:26:25 PM    Departure (SIN) @ Monday 12:26:25 PM +08,,,,,,,, FlightAware ADS-B (WSAG)
Mon 12:26:25 PM,1.3505,103.9942,↗ 23°,154,177,550,, FlightAware ADS-B (WSAG)
Mon 12:26:41 PM,1.3623,103.9991,↗ 23°,169,194,1075,1818, FlightAware ADS-B (WSAG)
Mon 12:26:58 PM,1.375,104.0043,↑ 19°,192,221,1550,1985, FlightAware ADS-B (TGA / WSAT)
Mon 12:27:15 PM,1.3925,104.0042,↑ 343°,221,254,2200,2773, FlightAware ADS-B (WSAC)
Mon 12:27:31 PM,1.4075,103.9982,↖ 337°,231,266,3075,3328, FlightAware ADS-B (JHB / WMKJ)
Mon 12:27:47 PM,1.4229,103.9919,↖ 338°,240,276,3975,3042, FlightAware ADS-B (QPG / WSAP)
Mon 12:28:07 PM,1.4442,103.9836,↑ 339°,259,298,4900,3330, FlightAware ADS-B (WSAG)
Mon 12:28:37 PM,1.4797,103.9697,↖ 338°,271,312,6750,3500, FlightAware ADS-B (XSP / WSSL)
Mon 12:28:55 PM,1.4984,103.9568,← 313°,280,322,7700,3397, FlightAware ADS-B (TGA / WSAT)
Mon 12:29:11 PM,1.5088,103.9392,← 297°,287,330,8675,3048, FlightAware ADS-B (XSP / WSSL)
Mon 12:29:58 PM,1.5378,103.883,← 297°,313,360,10900,2922, FlightAware ADS-B (WMAP)
Mon 12:30:28 PM,1.5586,103.8431,← 297°,323,372,12425,3000, FlightAware ADS-B (TGA / WSAT)
Mon 12:30:58 PM,1.5794,103.8028,← 297°,330,380,13900,2950, FlightAware ADS-B (WMAP)
Mon 12:31:28 PM,1.6011,103.7611,← 298°,338,389,15375,2825, FlightAware ADS-B (WMAP)
Mon 12:31:58 PM,1.6237,103.718,← 298°,347,399,16725,2625, FlightAware ADS-B (SIN / WSSS)
Mon 12:32:28 PM,1.6455,103.6759,← 297°,353,406,18000,2525, FlightAware ADS-B (SIN / WSSS)
Mon 12:32:58 PM,1.6682,103.6322,← 297°,358,412,19250,2675, FlightAware ADS-B (XSP / WSSL)
Mon 12:33:28 PM,1.6919,103.5866,← 297°,360,414,20675,2557, FlightAware ADS-B (WSAC)
Mon 12:33:59 PM,1.7159,103.5406,← 297°,361,415,21850,1328, FlightAware ADS-B (WSAC)
Mon 12:34:29 PM,1.7381,103.4979,← 297°,362,417,22025,143, FlightAware ADS-B (WSAG)
Mon 12:35:02 PM,1.7636,103.4488,← 297°,361,415,22000,-24, FlightAware ADS-B (QPG / WSAP)
Mon 12:35:32 PM,1.7862,103.4052,← 297°,361,415,22000,, FlightAware ADS-B (QPG / WSAP)
Mon 12:36:02 PM,1.8099,103.3596,← 297°,362,417,22000,, FlightAware ADS-B (WMAP)
Mon 12:36:32 PM,1.8331,103.3149,← 297°,361,415,22000,, FlightAware ADS-B (WMAP)
Mon 12:37:02 PM,1.8561,103.2703,← 297°,361,415,22000,, FlightAware ADS-B (WMAP)
Mon 12:37:32 PM,1.8779,103.2254,← 296°,360,414,22000,, FlightAware ADS-B (QPG / WSAP)
Mon 12:38:02 PM,1.8999,103.1804,← 296°,361,415,22000,, FlightAware ADS-B (QPG / WSAP)
Mon 12:38:32 PM,1.9216,103.1359,← 296°,359,413,22000,, FlightAware ADS-B (QPG / WSAP)
Mon 12:39:02 PM,1.9437,103.0909,← 296°,359,413,22000,, FlightAware ADS-B (WMAV)
Mon 12:39:32 PM,1.9657,103.046,← 296°,361,415,22000,, FlightAware ADS-B (QPG / WSAP)
Mon 12:40:02 PM,1.9877,103.0012,← 296°,361,415,22000,, FlightAware ADS-B (WMAV)
Mon 12:40:33 PM,2.0102,102.9553,← 296°,362,417,22000,, FlightAware ADS-B (WMAP)
Mon 12:41:03 PM,2.0325,102.91,← 296°,361,415,22000,, FlightAware ADS-B (WMAP)
Mon 12:41:33 PM,2.0543,102.8652,← 296°,362,417,22000,-23, FlightAware ADS-B (WMAP)
Mon 12:42:08 PM,2.0805,102.8115,← 296°,361,415,21975,-415, FlightAware ADS-B (WSAC)
Mon 12:42:38 PM,2.1028,102.766,← 296°,358,412,21550,-875, FlightAware ADS-B (QPG / WSAP)
Mon 12:43:08 PM,2.124,102.7224,← 296°,361,415,21100,-975, FlightAware ADS-B (WMAP)
Mon 12:43:38 PM,2.1466,102.6765,← 296°,361,415,20575,-1009, FlightAware ADS-B (QPG / WSAP)
Mon 12:44:06 PM,2.1631,102.6349,← 282°,365,420,20125,-975, FlightAware ADS-B (WMAV)
Mon 12:44:38 PM,2.1701,102.5791,← 277°,371,427,19600,-1024, FlightAware ADS-B (QPG / WSAP)
Mon 12:45:09 PM,2.1763,102.5268,← 277°,366,421,19050,-1008, FlightAware ADS-B (PKU / WIBB)
Mon 12:45:39 PM,2.1819,102.4791,← 277°,361,415,18575,-950, FlightAware ADS-B (WMAP)
Mon 12:46:09 PM,2.1877,102.4283,← 277°,354,407,18100,-950, FlightAware ADS-B (QPG / WSAP)
Mon 12:46:39 PM,2.1934,102.3787,← 276°,354,407,17625,-1000, FlightAware ADS-B (PKU / WIBB)
Mon 12:47:09 PM,2.1989,102.3301,← 276°,350,403,17100,-975, FlightAware ADS-B (QPG / WSAP)
Mon 12:47:39 PM,2.2042,102.2829,← 277°,342,394,16650,-900, FlightAware ADS-B (SZB / WMSA)
Mon 12:48:09 PM,2.2097,102.2366,← 277°,337,388,16200,-975, FlightAware ADS-B (QPG / WSAP)
Mon 12:48:39 PM,2.2152,102.1888,← 277°,337,388,15675,-1175, FlightAware ADS-B (QPG / WSAP)
Mon 12:49:09 PM,2.2201,102.1455,← 277°,333,383,15025,-2000, FlightAware ADS-B (SZB / WMSA)
Mon 12:49:42 PM,2.2259,102.0931,← 277°,327,376,13575,-2690, FlightAware ADS-B (QPG / WSAP)
Mon 12:50:12 PM,2.2308,102.0503,← 276°,318,366,12200,-2930, FlightAware ADS-B (WMAV)
Mon 12:50:46 PM,2.2368,101.9992,← 277°,315,362,10450,-2519, FlightAware ADS-B (QPG / WSAP)
Mon 12:51:05 PM,2.2396,101.9745,← 276°,295,339,9975,-2265, FlightAware ADS-B (SZB / WMSA)
Mon 12:51:35 PM,2.2444,101.9327,← 277°,292,336,8600,-2713, FlightAware ADS-B (KUL / WMKK)
Mon 12:51:52 PM,2.2469,101.9103,← 277°,292,336,7850,-2500, FlightAware ADS-B (KUL / WMKK)
Mon 12:52:08 PM,2.2494,101.889,← 277°,289,333,7225,-2315, FlightAware ADS-B (SZB / WMSA)
Mon 12:52:38 PM,2.2539,101.8505,← 277°,282,325,6075,-2350, FlightAware ADS-B (MKZ / WMKM)
Mon 12:53:08 PM,2.2583,101.8118,← 276°,277,319,4875,-2480, FlightAware ADS-B (MKZ / WMKM)
Mon 12:53:27 PM,2.2617,101.7888,← 286°,280,322,4050,-1905, FlightAware ADS-B (WMBF)
Mon 12:53:45 PM,2.2742,101.7697,↖ 319°,266,306,3700,-932, FlightAware ADS-B (SZB / WMSA)
Mon 12:54:04 PM,2.294,101.7607,↑ 351°,256,295,3475,-583, FlightAware ADS-B (MKZ / WMKM)
Mon 12:54:21 PM,2.3133,101.7631,↑ 21°,253,291,3350,-443, FlightAware ADS-B (SZB / WMSA)
Mon 12:54:48 PM,2.3405,101.7811,↗ 36°,254,292,3150,-483, FlightAware ADS-B (SZB / WMSA)
Mon 12:55:20 PM,2.373,101.8038,↗ 35°,254,292,2875,-500, FlightAware ADS-B (KUL / WMKK)
Mon 12:55:36 PM,2.3873,101.814,↗ 35°,250,288,2750,-500, FlightAware ADS-B (MKZ / WMKM)
Mon 12:55:53 PM,2.4032,101.8252,↗ 36°,239,275,2600,-353, FlightAware ADS-B (MKZ / WMKM)
Mon 12:56:10 PM,2.4186,101.8362,↗ 35°,221,254,2550,-77, FlightAware ADS-B (SZB / WMSA)
Mon 12:56:32 PM,2.4351,101.848,↗ 36°,217,250,2550,, FlightAware ADS-B (SZB / WMSA)
Mon 12:56:48 PM,2.4492,101.8555,↑ 16°,217,250,2550,38, FlightAware ADS-B (MKZ / WMKM)
Mon 12:57:12 PM,2.4724,101.8532,↖ 337°,197,227,2575,36, FlightAware ADS-B (SZB / WMSA)
Mon 12:57:30 PM,2.4867,101.8456,↖ 329°,196,226,2575,-29, FlightAware ADS-B (SZB / WMSA)
Mon 12:58:03 PM,2.5126,101.8286,↖ 326°,198,228,2550,-31, FlightAware ADS-B (KUL / WMKK)
Mon 12:58:19 PM,2.524,101.821,↖ 326°,196,226,2550,, FlightAware ADS-B (SZB / WMSA)
Mon 12:58:50 PM,2.5473,101.8054,↖ 326°,197,227,2550,24, FlightAware ADS-B (MKZ / WMKM)
Mon 12:59:22 PM,2.5725,101.7885,↖ 326°,180,207,2575,, FlightAware ADS-B (KUL / WMKK)
Mon 12:59:54 PM,2.5931,101.7747,↖ 326°,171,197,2550,-357, FlightAware ADS-B (SZB / WMSA)
Mon 01:00:25 PM,2.6133,101.7612,↖ 326°,168,193,2200,-773, FlightAware ADS-B (SZB / WMSA)
Mon 01:00:58 PM,2.6344,101.747,↖ 326°,148,170,1725,-762, FlightAware ADS-B (KUL / WMKK)
Mon 01:01:28 PM,2.6506,101.7362,↖ 326°,146,168,1400,-689, FlightAware ADS-B (SZB / WMSA)
Mon 01:01:59 PM,2.6679,101.7246,↖ 326°,145,167,1025,-750, FlightAware ADS-B (KUL / WMKK)
Mon 01:02:12 PM,2.675,101.7198,↖ 326°,141,162,850,-706, Surface and Near-Surface
Mon 01:02:16 PM,2.677,101.7185,↖ 326°,142,163,825,-600, FlightAware ADS-B (SZB / WMSA)
Mon 01:02:32 PM,2.6862,101.7124,↖ 326°,152,175,650,-750, FlightAware ADS-B (WMBF)
Mon 01:02:48 PM,2.6959,101.7059,↖ 326°,146,168,425,-789, FlightAware ADS-B (KUL / WMKK)
Mon 01:03:10 PM,2.7087,101.6973,↖ 326°,147,169,150,-750, FlightAware ADS-B (KUL / WMKK)
Mon 01:03:47 PM    Arrival (KUL) @ Monday 01:03:47 PM +08,,,,,,,, FlightAware
Taxi Time: 5 minutes,,,,,,,,
Mon 01:09:00 PM    Gate Arrival (KUL) @ Monday 01:09:00 PM +08,,,,,,,, Airline
,,,,,,,,
Sun 12:57:00 PM    Left Gate (SIN) @ Sunday 12:57:00 PM +08,,,,,,,, Airline
Taxi Time: 14 minutes,,,,,,,,
Sun 01:11:53 PM    Departure (SIN) @ Sunday 01:11:53 PM +08,,,,,,,, FlightAware ADS-B (SIN / WSSS)
Sun 01:11:53 PM,1.352,103.9947,↗ 23°,161,185,450,, FlightAware ADS-B (SIN / WSSS)
Sun 01:12:09 PM,1.3628,103.9992,↗ 23°,160,184,1125,2719, FlightAware ADS-B (SIN / WSSS)
Sun 01:12:25 PM,1.3747,104.0044,↗ 24°,157,181,1900,2672, FlightAware ADS-B (TGA / WSAT)
Sun 01:12:41 PM,1.3849,104.0087,↗ 23°,159,183,2550,2578, FlightAware ADS-B (TGA / WSAT)
Sun 01:12:57 PM,1.3956,104.0132,↗ 23°,164,189,3275,2250, FlightAware ADS-B (TGA / WSAT)
Sun 01:13:13 PM,1.4074,104.0182,↗ 24°,183,211,3750,1667, FlightAware ADS-B (XSP / WSSL)
Sun 01:13:42 PM,1.4328,104.0288,↗ 23°,227,261,4525,1525, FlightAware ADS-B (WSAG)
Sun 01:14:12 PM,1.4653,104.0423,↗ 23°,272,313,5250,1149, FlightAware ADS-B (QPG / WSAP)
Sun 01:14:29 PM,1.4847,104.0514,↗ 33°,286,329,5425,636, FlightAware ADS-B (QPG / WSAP)
Sun 01:14:45 PM,1.5018,104.0657,↗ 44°,294,338,5600,875, FlightAware ADS-B (QPG / WSAP)
Sun 01:15:05 PM,1.5231,104.0858,↗ 43°,296,341,5950,870, FlightAware ADS-B (QPG / WSAP)
Sun 01:15:35 PM,1.5533,104.1134,↗ 42°,297,342,6325,650, FlightAware ADS-B (JHB / WMKJ)
Sun 01:16:05 PM,1.5822,104.1397,↗ 42°,292,336,6600,550, FlightAware ADS-B (TGA / WSAT)
Sun 01:16:35 PM,1.613,104.1675,↗ 42°,289,333,6875,525, FlightAware ADS-B (SIN / WSSS)
Sun 01:17:05 PM,1.6433,104.1946,↗ 42°,292,336,7125,492, FlightAware ADS-B (WSAG)
Sun 01:17:36 PM,1.6752,104.2229,↗ 42°,293,337,7375,532, FlightAware ADS-B (QPG / WSAP)
Sun 01:18:07 PM,1.7062,104.2503,↗ 42°,282,325,7675,541, FlightAware ADS-B (JHB / WMKJ)
Sun 01:18:37 PM,1.7335,104.2751,↗ 43°,283,326,7925,531, FlightAware ADS-B (WSAG)
Sun 01:18:55 PM,1.7538,104.2904,↗ 26°,281,323,8100,771, FlightAware ADS-B (QPG / WSAP)
Sun 01:19:12 PM,1.7751,104.2941,↑ 358°,281,323,8375,1000, FlightAware ADS-B (QPG / WSAP)
Sun 01:19:31 PM,1.7984,104.2851,↖ 325°,281,323,8700,1041, FlightAware ADS-B (XSP / WSSL)
Sun 01:20:01 PM,1.8285,104.2603,↖ 320°,284,327,9225,1025, FlightAware ADS-B (WSAG)
Sun 01:20:31 PM,1.8584,104.2355,↖ 320°,282,325,9725,880, FlightAware ADS-B (TGA / WSAT)
Sun 01:21:16 PM,1.9059,104.1963,↖ 320°,316,364,10325,620, FlightAware ADS-B (JHB / WMKJ)
Sun 01:21:46 PM,1.9396,104.1682,↖ 320°,324,373,10500,625, FlightAware ADS-B (JHB / WMKJ)
Sun 01:22:16 PM,1.9761,104.1376,↖ 320°,326,375,10950,934, FlightAware ADS-B (TGA / WSAT)
Sun 01:22:47 PM,2.0108,104.1086,↖ 320°,324,373,11450,1008, FlightAware ADS-B (JHB / WMKJ)
Sun 01:23:17 PM,2.0465,104.0794,↖ 320°,330,380,11975,1050, FlightAware ADS-B (XSP / WSSL)
Sun 01:23:47 PM,2.0819,104.05,↖ 320°,331,381,12500,1000, FlightAware ADS-B (XSP / WSSL)
Sun 01:24:17 PM,2.1172,104.0214,↖ 321°,333,383,12975,984, FlightAware ADS-B (SIN / WSSS)
Sun 01:24:48 PM,2.1531,103.9928,↖ 321°,335,386,13500,1033, FlightAware ADS-B (SIN / WSSS)
Sun 01:25:18 PM,2.1909,103.9627,↖ 321°,338,389,14025,1016, FlightAware ADS-B (WSAG)
Sun 01:25:50 PM,2.23,103.9312,↖ 321°,340,391,14550,1000, FlightAware ADS-B (JHB / WMKJ)
Sun 01:26:21 PM,2.2685,103.8991,↖ 319°,344,396,15075,762, FlightAware ADS-B (JHB / WMKJ)
Sun 01:26:51 PM,2.3047,103.8682,↖ 319°,345,397,15325,891, FlightAware ADS-B (WSAC)
Sun 01:27:25 PM,2.3453,103.8336,↖ 319°,350,403,16025,1383, FlightAware ADS-B (JHB / WMKJ)
Sun 01:27:55 PM,2.3838,103.8012,↖ 320°,352,405,16800,1525, FlightAware ADS-B (TGA / WSAT)
Sun 01:28:26 PM,2.4232,103.7696,↖ 321°,358,412,17575,1500, FlightAware ADS-B (JHB / WMKJ)
Sun 01:28:47 PM,2.4512,103.7454,← 312°,363,418,18100,1192, FlightAware ADS-B (WMAP)
Sun 01:29:05 PM,2.4654,103.7214,← 290°,365,420,18350,863, FlightAware ADS-B (WSAG)
Sun 01:29:27 PM,2.4725,103.6845,← 278°,372,428,18675,837, FlightAware ADS-B (WSAC)
Sun 01:29:57 PM,2.4803,103.6309,← 278°,380,437,19075,775, FlightAware ADS-B (TGA / WSAT)
Sun 01:30:27 PM,2.4877,103.5797,← 278°,384,442,19450,775, FlightAware ADS-B (TGA / WSAT)
Sun 01:30:57 PM,2.4955,103.5249,← 278°,386,444,19850,775, FlightAware ADS-B (QPG / WSAP)
Sun 01:31:27 PM,2.5032,103.4723,← 278°,391,450,20225,698, FlightAware ADS-B (TGA / WSAT)
Sun 01:31:55 PM,2.5084,103.4247,← 271°,395,455,20525,724, FlightAware ADS-B (QPG / WSAP)
Sun 01:32:25 PM,2.5071,103.3689,← 268°,398,458,20925,750, FlightAware ADS-B (QPG / WSAP)
Sun 01:32:55 PM,2.5053,103.3148,← 268°,386,444,21275,800, FlightAware ADS-B (WSAG)
Sun 01:33:25 PM,2.5034,103.2593,← 268°,385,443,21725,680, FlightAware ADS-B (KUA / WMKD)
Sun 01:33:59 PM,2.5,103.2008,← 263°,386,444,22000,246, FlightAware ADS-B (WSAG)
Sun 01:34:32 PM,2.4912,103.1406,← 262°,385,443,22000,, FlightAware ADS-B (QPG / WSAP)
Sun 01:35:09 PM,2.4821,103.076,← 262°,380,437,22000,, FlightAware ADS-B (WMAP)
Sun 01:35:40 PM,2.4747,103.0237,← 262°,380,437,22000,-266, FlightAware ADS-B (JHB / WMKJ)
Sun 01:36:11 PM,2.4672,102.9715,← 262°,370,426,21725,-787, FlightAware ADS-B (QPG / WSAP)
Sun 01:36:41 PM,2.46,102.9217,← 262°,361,415,21200,-950, FlightAware ADS-B (QPG / WSAP)
Sun 01:37:11 PM,2.4531,102.8727,← 262°,355,409,20775,-925, FlightAware ADS-B (SZB / WMSA)
Sun 01:37:41 PM,2.4461,102.8238,← 262°,350,403,20275,-975, FlightAware ADS-B (WMBF)
Sun 01:38:11 PM,2.4394,102.7768,← 262°,343,395,19800,-950, FlightAware ADS-B (WMBF)
Sun 01:38:41 PM,2.4325,102.7287,← 262°,340,391,19325,-975, FlightAware ADS-B (WMBF)
Sun 01:39:11 PM,2.4259,102.6825,← 262°,338,389,18825,-1000, FlightAware ADS-B (WMBF)
Sun 01:39:41 PM,2.4192,102.636,← 262°,332,382,18325,-811, FlightAware ADS-B (WMAV)
Sun 01:40:12 PM,2.4125,102.5895,← 262°,328,377,18000,-320, FlightAware ADS-B (WMAV)
Sun 01:40:42 PM,2.4058,102.5427,← 262°,331,381,18000,-175, FlightAware ADS-B (WMAV)
Sun 01:41:12 PM,2.3997,102.5,← 262°,329,379,17825,-700, FlightAware ADS-B (JHB / WMKJ)
Sun 01:41:42 PM,2.393,102.4528,← 262°,325,374,17300,-1025, FlightAware ADS-B (WMAV)
Sun 01:42:12 PM,2.3866,102.4088,← 262°,315,362,16800,-1350, FlightAware ADS-B (WMAV)
Sun 01:42:42 PM,2.3807,102.3677,← 262°,314,361,15950,-1700, FlightAware ADS-B (QPG / WSAP)
Sun 01:43:12 PM,2.3744,102.3233,← 262°,312,359,15100,-1675, FlightAware ADS-B (WMAP)
Sun 01:43:42 PM,2.3685,102.2811,← 262°,308,354,14275,-1550, FlightAware ADS-B (WMAP)
Sun 01:44:12 PM,2.3626,102.2405,← 261°,302,348,13550,-1734, FlightAware ADS-B (SZB / WMSA)
Sun 01:44:46 PM,2.3553,102.1907,← 262°,305,351,12425,-1688, FlightAware ADS-B (MKZ / WMKM)
Sun 01:45:16 PM,2.3499,102.1515,← 262°,299,344,11750,-1525, FlightAware ADS-B (MKZ / WMKM)
Sun 01:45:46 PM,2.3437,102.1092,← 262°,297,342,10900,-1650, FlightAware ADS-B (SZB / WMSA)
Sun 01:46:16 PM,2.3379,102.0692,← 262°,295,339,10100,-1623, FlightAware ADS-B (XSP / WSSL)
Sun 01:46:47 PM,2.3319,102.0281,← 262°,295,339,9250,-1524, FlightAware ADS-B (MKZ / WMKM)
Sun 01:47:18 PM,2.326,101.9865,← 262°,289,333,8525,-1427, FlightAware ADS-B (KUL / WMKK)
Sun 01:47:49 PM,2.3202,101.9452,← 262°,283,326,7775,-1452, FlightAware ADS-B (KUL / WMKK)
Sun 01:48:20 PM,2.3144,101.9053,← 262°,279,321,7025,-1549, FlightAware ADS-B (QPG / WSAP)
Sun 01:48:50 PM,2.3089,101.8668,← 262°,278,320,6200,-1750, FlightAware ADS-B (KUL / WMKK)
Sun 01:49:08 PM,2.3057,101.8448,← 262°,283,326,5625,-1776, FlightAware ADS-B (SZB / WMSA)
Sun 01:49:39 PM,2.3001,101.8057,← 262°,286,329,4750,-1571, FlightAware ADS-B (SZB / WMSA)
Sun 01:50:11 PM,2.294,101.7635,← 262°,281,323,3975,-1211, FlightAware ADS-B (MKZ / WMKM)
Sun 01:50:36 PM,2.2897,101.7321,← 264°,270,311,3600,-767, FlightAware ADS-B (WMBF)
Sun 01:50:54 PM,2.2925,101.7115,← 291°,258,297,3425,-557, FlightAware ADS-B (SZB / WMSA)
Sun 01:51:11 PM,2.3047,101.695,↖ 322°,248,285,3275,-500, FlightAware ADS-B (MKZ / WMKM)
Sun 01:51:27 PM,2.3217,101.6874,↑ 348°,238,274,3150,-441, FlightAware ADS-B (KUL / WMKK)
Sun 01:51:45 PM,2.3413,101.6889,↑ 14°,234,269,3025,-424, FlightAware ADS-B (SZB / WMSA)
Sun 01:52:13 PM,2.3673,101.705,↗ 35°,235,270,2825,-425, FlightAware ADS-B (KUL / WMKK)
Sun 01:52:45 PM,2.3958,101.7242,↗ 34°,233,268,2600,-238, FlightAware ADS-B (KUL / WMKK)
Sun 01:53:16 PM,2.4224,101.7423,↗ 35°,235,270,2575,, FlightAware ADS-B (SZB / WMSA)
Sun 01:53:33 PM,2.4388,101.7536,↗ 34°,235,270,2600,, FlightAware ADS-B (SZB / WMSA)
Sun 01:53:51 PM,2.4539,101.7639,↗ 35°,236,272,2575,-29, FlightAware ADS-B (WMBF)
Sun 01:54:24 PM,2.4841,101.7846,↗ 35°,239,275,2575,, FlightAware ADS-B (SZB / WMSA)
Sun 01:54:54 PM,2.5123,101.8042,↗ 35°,224,258,2575,, FlightAware ADS-B (KUL / WMKK)
Sun 01:55:13 PM,2.5287,101.8105,↑ 359°,203,234,2575,, FlightAware ADS-B (SZB / WMSA)
Sun 01:55:30 PM,2.5436,101.806,↖ 333°,190,219,2575,36, FlightAware ADS-B (SZB / WMSA)
Sun 01:55:55 PM,2.5611,101.796,↖ 328°,180,207,2600,27, FlightAware ADS-B (MKZ / WMKM)
Sun 01:56:25 PM,2.5818,101.7822,↖ 326°,167,192,2600,-145, FlightAware ADS-B (SZB / WMSA)
Sun 01:56:57 PM,2.6022,101.7687,↖ 326°,170,196,2450,-469, FlightAware ADS-B (SZB / WMSA)
Sun 01:57:13 PM,2.6129,101.7615,↖ 326°,169,194,2225,-815, FlightAware ADS-B (SZB / WMSA)
